ID,purchaseNumber,purchaseDate,totalAmount,paymentMethod,note,customer_ID,store_ID
f2000001-0000-4000-8000-000000000024,CP-20260117-00024,2026-01-17T13:56:36Z,269931,카드,,f1000001-0000-4000-8000-000000000002,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000025,CP-20260111-00025,2026-01-11T23:57:46Z,209649,간편결제,,f1000001-0000-4000-8000-000000000002,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000026,CP-20250819-00026,2025-08-19T03:37:37Z,490686,현금,,f1000001-0000-4000-8000-000000000002,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000027,CP-20251106-00027,2025-11-06T04:29:33Z,177809,간편결제,,f1000001-0000-4000-8000-000000000002,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000028,CP-20251201-00028,2025-12-01T17:23:34Z,386059,간편결제,,f1000001-0000-4000-8000-000000000002,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000029,CP-20251111-00029,2025-11-11T14:07:48Z,491089,카드,,f1000001-0000-4000-8000-000000000002,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000030,CP-20250607-00030,2025-06-07T04:44:16Z,145369,간편결제,,f1000001-0000-4000-8000-000000000002,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000031,CP-20260404-00031,2026-04-04T22:05:40Z,81244,카드,,f1000001-0000-4000-8000-000000000002,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000032,CP-20250908-00032,2025-09-08T02:57:32Z,432228,카드,,f1000001-0000-4000-8000-000000000002,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000033,CP-20251028-00033,2025-10-28T07:37:36Z,432922,카드,,f1000001-0000-4000-8000-000000000002,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000034,CP-20251002-00034,2025-10-02T14:27:12Z,103764,간편결제,,f1000001-0000-4000-8000-000000000002,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000035,CP-20251031-00035,2025-10-31T15:36:43Z,159069,간편결제,,f1000001-0000-4000-8000-000000000002,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000036,CP-20260105-00036,2026-01-05T09:31:29Z,335576,카드,,f1000001-0000-4000-8000-000000000002,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000037,CP-20251110-00037,2025-11-10T13:09:39Z,121750,포인트,,f1000001-0000-4000-8000-000000000002,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000038,CP-20250923-00038,2025-09-23T21:38:36Z,243953,현금,,f1000001-0000-4000-8000-000000000002,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000039,CP-20250926-00039,2025-09-26T22:00:49Z,102623,현금,,f1000001-0000-4000-8000-000000000003,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000040,CP-20250710-00040,2025-07-10T21:26:53Z,428659,간편결제,,f1000001-0000-4000-8000-000000000003,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000041,CP-20260316-00041,2026-03-16T06:48:18Z,410552,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000042,CP-20250624-00042,2025-06-24T00:05:22Z,36163,현금,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000043,CP-20251111-00043,2025-11-11T18:25:45Z,388790,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000044,CP-20250912-00044,2025-09-12T02:32:53Z,8045,현금,,f1000001-0000-4000-8000-000000000003,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000045,CP-20251005-00045,2025-10-05T23:29:18Z,484092,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000046,CP-20250613-00046,2025-06-13T17:48:50Z,160070,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000047,CP-20260224-00047,2026-02-24T10:30:33Z,451882,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000048,CP-20260122-00048,2026-01-22T06:55:36Z,252325,간편결제,,f1000001-0000-4000-8000-000000000003,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000049,CP-20250906-00049,2025-09-06T23:04:57Z,348923,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000050,CP-20250703-00050,2025-07-03T05:22:52Z,207250,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000051,CP-20251115-00051,2025-11-15T23:16:53Z,17967,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000052,CP-20251126-00052,2025-11-26T19:30:52Z,333968,카드,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000053,CP-20250827-00053,2025-08-27T06:50:36Z,397956,현금,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000054,CP-20251124-00054,2025-11-24T14:55:11Z,293534,간편결제,,f1000001-0000-4000-8000-000000000003,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000055,CP-20250816-00055,2025-08-16T05:23:57Z,302186,현금,,f1000001-0000-4000-8000-000000000003,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000056,CP-20260128-00056,2026-01-28T13:58:45Z,491388,포인트,,f1000001-0000-4000-8000-000000000003,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000057,CP-20260220-00057,2026-02-20T12:38:20Z,271961,간편결제,,f1000001-0000-4000-8000-000000000003,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000058,CP-20250604-00058,2025-06-04T11:14:28Z,279067,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000059,CP-20260308-00059,2026-03-08T17:19:17Z,485618,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000060,CP-20251219-00060,2025-12-19T19:14:03Z,221278,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000061,CP-20250705-00061,2025-07-05T14:56:23Z,70159,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000062,CP-20251204-00062,2025-12-04T05:13:24Z,269352,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000063,CP-20260320-00063,2026-03-20T03:13:01Z,273332,현금,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000064,CP-20250824-00064,2025-08-24T20:57:22Z,439638,간편결제,,f1000001-0000-4000-8000-000000000004,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000065,CP-20250817-00065,2025-08-17T07:19:42Z,71599,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000066,CP-20251008-00066,2025-10-08T10:52:09Z,360779,포인트,,f1000001-0000-4000-8000-000000000004,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000067,CP-20250822-00067,2025-08-22T23:01:04Z,22650,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000068,CP-20250725-00068,2025-07-25T11:01:49Z,177654,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000069,CP-20250726-00069,2025-07-26T07:47:37Z,467376,카드,,f1000001-0000-4000-8000-000000000004,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000070,CP-20250918-00070,2025-09-18T07:56:36Z,167892,현금,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000071,CP-20251127-00071,2025-11-27T14:39:20Z,152998,포인트,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000072,CP-20260117-00072,2026-01-17T05:05:40Z,278123,포인트,,f1000001-0000-4000-8000-000000000004,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000073,CP-20260327-00073,2026-03-27T12:25:33Z,197794,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000074,CP-20260311-00074,2026-03-11T13:02:09Z,142957,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000075,CP-20260114-00075,2026-01-14T10:35:07Z,231969,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000076,CP-20260324-00076,2026-03-24T19:45:03Z,207275,포인트,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000077,CP-20260226-00077,2026-02-26T18:55:05Z,394186,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000078,CP-20260111-00078,2026-01-11T06:21:33Z,470184,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000079,CP-20251230-00079,2025-12-30T15:33:35Z,496940,포인트,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000080,CP-20260403-00080,2026-04-03T16:51:19Z,170943,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000081,CP-20250703-00081,2025-07-03T05:00:53Z,428686,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000082,CP-20250722-00082,2025-07-22T23:24:42Z,220419,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000083,CP-20250601-00083,2025-06-01T14:41:45Z,10524,간편결제,,f1000001-0000-4000-8000-000000000005,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000084,CP-20250909-00084,2025-09-09T19:34:39Z,453960,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000085,CP-20250608-00085,2025-06-08T06:36:40Z,462585,포인트,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000086,CP-20250727-00086,2025-07-27T09:24:16Z,216339,간편결제,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000087,CP-20250624-00087,2025-06-24T23:26:18Z,19687,카드,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000088,CP-20260223-00088,2026-02-23T19:19:12Z,124030,간편결제,,f1000001-0000-4000-8000-000000000005,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000089,CP-20250604-00089,2025-06-04T02:56:03Z,330971,포인트,,f1000001-0000-4000-8000-000000000005,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000090,CP-20250616-00090,2025-06-16T11:46:32Z,326086,간편결제,,f1000001-0000-4000-8000-000000000005,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000091,CP-20251109-00091,2025-11-09T10:45:19Z,155547,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000092,CP-20251218-00092,2025-12-18T20:51:12Z,322487,간편결제,,f1000001-0000-4000-8000-000000000006,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000093,CP-20250618-00093,2025-06-18T05:37:14Z,485825,간편결제,,f1000001-0000-4000-8000-000000000006,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000094,CP-20250807-00094,2025-08-07T17:50:22Z,476301,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000095,CP-20260329-00095,2026-03-29T10:46:56Z,224887,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000096,CP-20250619-00096,2025-06-19T03:51:43Z,463125,포인트,,f1000001-0000-4000-8000-000000000006,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000097,CP-20251213-00097,2025-12-13T23:49:53Z,17670,포인트,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000098,CP-20260214-00098,2026-02-14T20:27:30Z,24315,포인트,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000099,CP-20250805-00099,2025-08-05T12:22:42Z,425071,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000100,CP-20251107-00100,2025-11-07T19:07:20Z,267723,포인트,,f1000001-0000-4000-8000-000000000006,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000101,CP-20251021-00101,2025-10-21T15:46:08Z,390307,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000102,CP-20250724-00102,2025-07-24T09:26:08Z,365227,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000103,CP-20250820-00103,2025-08-20T23:30:48Z,18509,현금,,f1000001-0000-4000-8000-000000000006,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000104,CP-20250922-00104,2025-09-22T21:26:56Z,264489,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000105,CP-20260324-00105,2026-03-24T18:15:58Z,34613,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000106,CP-20251116-00106,2025-11-16T01:46:16Z,451794,카드,,f1000001-0000-4000-8000-000000000006,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000107,CP-20251117-00107,2025-11-17T09:52:20Z,300256,포인트,,f1000001-0000-4000-8000-000000000007,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000108,CP-20250629-00108,2025-06-29T05:21:46Z,201904,카드,,f1000001-0000-4000-8000-000000000007,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000109,CP-20250930-00109,2025-09-30T04:49:28Z,412011,간편결제,,f1000001-0000-4000-8000-000000000007,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000110,CP-20260126-00110,2026-01-26T17:52:20Z,227845,현금,,f1000001-0000-4000-8000-000000000007,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000111,CP-20251108-00111,2025-11-08T20:36:45Z,424183,포인트,,f1000001-0000-4000-8000-000000000007,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000112,CP-20260301-00112,2026-03-01T09:48:27Z,175128,카드,,f1000001-0000-4000-8000-000000000007,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000113,CP-20251031-00113,2025-10-31T05:56:42Z,163252,간편결제,,f1000001-0000-4000-8000-000000000007,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000114,CP-20251210-00114,2025-12-10T12:56:44Z,396010,포인트,,f1000001-0000-4000-8000-000000000007,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000115,CP-20250602-00115,2025-06-02T17:13:33Z,82519,간편결제,,f1000001-0000-4000-8000-000000000007,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000116,CP-20250831-00116,2025-08-31T20:03:14Z,158193,간편결제,,f1000001-0000-4000-8000-000000000007,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000117,CP-20251125-00117,2025-11-25T02:39:09Z,212125,현금,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000118,CP-20251001-00118,2025-10-01T05:04:57Z,136801,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000119,CP-20251021-00119,2025-10-21T02:24:48Z,169415,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000120,CP-20250921-00120,2025-09-21T10:20:43Z,309771,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000121,CP-20251206-00121,2025-12-06T18:27:50Z,220186,포인트,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000122,CP-20260305-00122,2026-03-05T10:10:45Z,346172,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000123,CP-20260216-00123,2026-02-16T15:57:07Z,332300,포인트,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000124,CP-20250927-00124,2025-09-27T17:05:55Z,378515,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000125,CP-20250617-00125,2025-06-17T04:07:49Z,144309,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000126,CP-20251114-00126,2025-11-14T16:41:04Z,325526,카드,,f1000001-0000-4000-8000-000000000008,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000127,CP-20250830-00127,2025-08-30T01:33:46Z,164756,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000128,CP-20250902-00128,2025-09-02T11:17:34Z,64773,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000129,CP-20250817-00129,2025-08-17T15:27:25Z,483233,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000130,CP-20260409-00130,2026-04-09T05:41:20Z,237369,현금,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000131,CP-20250719-00131,2025-07-19T01:01:52Z,124548,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000132,CP-20250704-00132,2025-07-04T02:51:13Z,477147,간편결제,,f1000001-0000-4000-8000-000000000008,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000133,CP-20250709-00133,2025-07-09T00:25:03Z,157510,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000134,CP-20250901-00134,2025-09-01T18:58:19Z,398426,포인트,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000135,CP-20251216-00135,2025-12-16T08:09:40Z,325126,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000136,CP-20251025-00136,2025-10-25T17:34:50Z,419628,포인트,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000137,CP-20251031-00137,2025-10-31T01:48:26Z,215821,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000138,CP-20251016-00138,2025-10-16T08:48:45Z,182045,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000139,CP-20250816-00139,2025-08-16T21:51:12Z,216309,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000140,CP-20250718-00140,2025-07-18T11:24:28Z,109958,카드,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000141,CP-20251218-00141,2025-12-18T05:58:05Z,426863,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000142,CP-20250619-00142,2025-06-19T03:04:11Z,37472,간편결제,,f1000001-0000-4000-8000-000000000009,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000143,CP-20251116-00143,2025-11-16T21:06:42Z,76938,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000144,CP-20250820-00144,2025-08-20T02:37:02Z,163669,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000145,CP-20250912-00145,2025-09-12T16:18:39Z,498843,간편결제,,f1000001-0000-4000-8000-000000000010,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000146,CP-20260308-00146,2026-03-08T07:37:27Z,136229,포인트,,f1000001-0000-4000-8000-000000000010,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000147,CP-20260319-00147,2026-03-19T02:33:30Z,346284,간편결제,,f1000001-0000-4000-8000-000000000010,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000148,CP-20251101-00148,2025-11-01T12:05:46Z,172616,현금,,f1000001-0000-4000-8000-000000000010,d1000001-0004-4000-8000-000000000004
f2000001-0000-4000-8000-000000000149,CP-20250921-00149,2025-09-21T20:30:52Z,45707,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000150,CP-20260301-00150,2026-03-01T14:58:27Z,424464,간편결제,,f1000001-0000-4000-8000-000000000010,d1000001-0005-4000-8000-000000000005
f2000001-0000-4000-8000-000000000151,CP-20260207-00151,2026-02-07T13:31:24Z,60706,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0003-4000-8000-000000000003
f2000001-0000-4000-8000-000000000152,CP-20251104-00152,2025-11-04T01:04:50Z,215579,카드,,f1000001-0000-4000-8000-000000000010,d1000001-0001-4000-8000-000000000001
f2000001-0000-4000-8000-000000000153,CP-20251213-00153,2025-12-13T07:45:03Z,295320,포인트,,f1000001-0000-4000-8000-000000000011,d1000001-0002-4000-8000-000000000002
f2000001-0000-4000-8000-000000000154,CP-20251125-00154,2025-11-25T23:19:25Z,411870,포인트,,f1000001-0000-4000-8000-000000000011,d1000001-0001-4000-8000-000000000001
